Loading ...



file changed,removing cache [04b916889d1e01190c127aaea25102b8 != None]
len fTblCache: 0
len virtualOffs: 5095
end: 264085504


"Name","FunctionTable offset","FunctionTable Store offset"
"cZoneLayout::cInGameGroupManager",0x0000000142ea7d18,0x0000000144829470
"nHmAction::cActFishingBigCutEnd",0x0000000142d33358,0x0000000143b0ee90
"uGUIQuestTop",0x0000000142c2fb98,0x0000000143a932d8
"uGimmick",0x0000000142df8188,0x0000000143b3f6a8
"nQuestFSM::WwiseBgmState",0x0000000142d8f5c0,0x0000000143b25010
"nPlTransition::cTraceFound",0x0000000142d8a0a0,0x0000000143b22ed0
"uShellRing",0x0000000142e517e8,0x0000000143b450f0
"cOtomoPartsSetting",0x0000000142bf4cb8,0x0000000143a8d2d8
"cpTrain",0x0000000142c68090,0x0000000143a97938
"nHmAction::cActFishingInashiLeverSuccess",0x0000000142d34450,0x0000000143b0ecd0
"MtDtiArray::DtiSave",0x0000000142e83960,0x0000000144823740
"nCollision::uPreviewModel",0x0000000142eed860,0x0000000144830b90
"nQuestFSM::DecorationSet",0x0000000142d8fe30,0x0000000143b257b8
"nPlCamAct::cSougankyou",0x0000000142c60f60,0x0000000143a96568
"nEmDtTune::cJointConstData",0x0000000142d26f20,0x0000000143b07578
"uPreviewModel",0x0000000142e43758,0x0000000143b439b0
"cpComponent",0x0000000142e8fca0,0x0000000144824998
"nHmTransition::cHitResponseCheckRecoilIgnore",0x0000000142d4c1d8,0x0000000143b12648
"uStarrySky",0x0000000142eb82c0,0x000000014482c470
"SpotLight",0x0000000142d78d40,0x0000000143b1ff58
"nNpcAction::cActEvasion",0x0000000142d843f0,0x0000000143b222c0
"nHmTransition::cTargetedCaution",0x0000000142d4c9b8,0x0000000143b11bc8
"aResident",0x0000000142b0f470,0x0000000143a333c0
"rWSwordData",0x0000000142dab4b8,0x0000000143b2c950
"nActOtomo::DashFollow",0x0000000142d123f8,0x0000000143b01e90
"nAnimal::cAnimalSensor",0x0000000142b11990,0x0000000143a34330
"cGUIKitchenMenu",0x0000000142b1c010,0x0000000143a37858
"nEffect::EffectDatabase::ItemPropertyInfo",0x0000000142ef0c70,0x0000000144832820
"cPacketEmLifeRideReq",0x0000000142d96548,0x0000000143b271d8
"nEffect::INode",0x0000000142ea8bb0,0x0000000144829838
"nNpcAction::cActBallistaEnd",0x0000000142d83510,0x0000000143b21338
"uOtomoPreview",0x0000000142e419f0,0x0000000143b43738
"nWwiseTrigger::cWwiseEventContents",0x0000000142e59cd8,0x0000000143b45e40
"cAISvDynamicPathFinding",0x0000000142eee918,0x0000000144831990
"cPacketPlArmWrestlingJoinResult",0x0000000142bed9f8,0x0000000143a8aa98
"cGUIHudGLanceControl",0x0000000142b1b478,0x0000000143a37740
"nHmAction::cActWallStart",0x0000000142d32a80,0x0000000143b0b0a8
"cGUIPlArmorMain",0x0000000142b371a8,0x0000000143a3ba20
"nEffect::BasicExternItem",0x0000000142eacb10,0x000000014482b0b8
"nEffect::DecalBehavior",0x0000000142eae7b0,0x000000014482b198
"cpShakeCtrl",0x0000000142c67d10,0x0000000143a977e8
"nHmAction::cActWpFall",0x0000000142d47d40,0x0000000143b0f9f8
"nHmAction::cActFishingBase",0x0000000142d36030,0x0000000143b0eb48
"nHmAction::cActKimenWarp",0x0000000142d33050,0x0000000143b0d568
"cPacketSysChatMsg",0x0000000142d97b70,0x0000000143b27cc8
"nHmTransition::cFadeOutEndTrg",0x0000000142d4c2f8,0x0000000143b128b0
"nHmTransition::cTorrentOut",0x0000000142d4dbd0,0x0000000143b12178
"cpRotateCtrlEx",0x0000000142c67bb0,0x0000000143a97778
"nActGmFishBase::MyHouseRandomTurn",0x0000000142d0efa8,0x0000000143b018a0
"sPad::Map",0x0000000142e84fc8,0x0000000144823a60
"cPacketEmShellBase",0x0000000142bebee0,0x0000000143a89db0
"nHmAction::cActWallGrabStart",0x0000000142d363f0,0x0000000143b0b1f8
"cpJointRotation::cConstituent",0x0000000142c3d318,0x0000000143a952f8
"nActOtomo::StandUpToTalk",0x0000000142d118f0,0x0000000143b03cc0
"nPlTransition::cEmoteToBustEmote",0x0000000142d89aa0,0x0000000143b23b80
"nActEmCommon::GrappleBaseFly",0x0000000142cf4b50,0x0000000143afbdd8
"cEmPartsBreakCtrl",0x0000000142b21ee8,0x0000000143a394b8
"nNpcAction::cActLookAtRunStart",0x0000000142d83160,0x0000000143b21728
"cFood",0x0000000142b24338,0x0000000143a3a280
"nNpcAI::BaseBahavior",0x0000000142d88ad0,0x0000000143b22608
"nZone::ShapeInfoSphere",0x0000000142ea1168,0x0000000144827ff0
"nEffect::TypeDummy",0x0000000142efaee0,0x0000000144835058
"nPlTransition::cNotUseItemASkill",0x0000000142d89518,0x0000000143b23218
"sGimmick",0x0000000142dafa20,0x0000000143b2d8f0
"nDraw::MaterialAnimation::Material",0x0000000142eaaef8,0x000000014482a5c8
"nHmAction::cActFishingCastNear",0x0000000142d368a8,0x0000000143b0eb80
"nActOtomo::DashClimbS",0x0000000142d12398,0x0000000143b022f0
"nQuestFSM::CallWwiseEvent",0x0000000142d8e5e0,0x0000000143b262e0
"nHmAction::cActUseItemTrap",0x0000000142d36580,0x0000000143b0df08
"cAIUserProcessCallback",0x0000000142e99600,0x0000000144826ae0
"sMhPad",0x0000000142db6930,0x0000000143b2e0b8
"uGUISupplyBox",0x0000000142e24f78,0x0000000143b41c98
"nActEmCommon::DamageCancelBaseFly",0x0000000142cf5978,0x0000000143afa9b8
"nHmAction::cActBigLeverIdle",0x0000000142d34610,0x0000000143b0f0f8
"LandingApproachBase",0x0000000142cf6668,0x0000000143afbbe0
"nActEmCommon::RideRageBase",0x0000000142cf5aa8,0x0000000143afaf30
"nHmTransition::cZoneTalkNpc",0x0000000142d4d2b8,0x0000000143b11c70
"nSetLinker::cLog",0x0000000142d939e8,0x0000000143b26580
"nPlTransition::cRideSlingerShoot",0x0000000142d8a460,0x0000000143b23138
"nActEmCommon::DamageFly",0x0000000142cf6528,0x0000000143afb0b8
"rGUIUniqueSound",0x0000000142da10c0,0x0000000143b29f00
"nPlTransition::cSlidingToDash",0x0000000142d8a7c0,0x0000000143b22ae0
"cCatSkillDataXML",0x0000000142b12ce8,0x0000000143a34cd8
"nHmAction::cActArmWrestlingBattle",0x0000000142d31930,0x0000000143b0f210
"nHmAction::cActCampFoodStandupChairDrunk",0x0000000142bdb800,0x0000000143a850a8
"uGUIGallerySkip",0x0000000142c1cc18,0x0000000143a925d8
"cOtomoKitchenEffect",0x0000000142b395c8,0x0000000143a3c0b0
"nHmAction::Bust::cActFishingEnd",0x0000000142d49870,0x0000000143b106b0
"nEffect::ExternPtBehavior",0x0000000142eaca40,0x000000014482af30
"nEmDtTune::cSpPartsVitalRate::cData",0x0000000142d27a30,0x0000000143b08dc0
"rEffectAttributeColorTable",0x0000000142d9c6e8,0x0000000143b28e18
"cPacketPlUpdateConditionRandom",0x0000000142bee7b0,0x0000000143a8b128
"uCnsDependentJoint",0x0000000142dd3788,0x0000000143b334e8
"rHavokParam::PartsParamElem",0x0000000142da14e0,0x0000000143b2a088
"nHmAction::cActBreakItemTrap",0x0000000142d31bb8,0x0000000143b0df78
"uGUILeadersMission",0x0000000142c26870,0x0000000143a92d38
"nEmFSM::ActionSet",0x0000000142d29fc8,0x0000000143b08df8
"rContinueSetting::ListResearch",0x0000000142bf0b50,0x0000000143a8c158
"cGuildcardLightingData",0x0000000142b1c190,0x0000000143a37900
"cGUIOtomoStatusFlavorEnemy",0x0000000142b1dad0,0x0000000143a37cb8
"cSRecEnvAnimalLateJoinSync",0x0000000142bf7688,0x0000000143a8db60
"nNpcAction::cActLookWalkTurn",0x0000000142d83410,0x0000000143b21990
"uGUITrader",0x0000000142e2b298,0x0000000143b41ed8
"uGUIHudRideGauge",0x0000000142e17678,0x0000000143b411a8
"rAnimalBasicParam",0x0000000142d99190,0x0000000143b282b8
"nHmTransition::cRideMove",0x0000000142d4dc10,0x0000000143b11d18
"uGUINetworkErrorWindow",0x0000000142c2adc0,0x0000000143a930d0
"nEffect::TubeLight",0x0000000142efb850,0x0000000144835210
"sSteamClan",0x0000000142e5bc98,0x0000000143b462d8
"nEffect::ShaderSettings",0x0000000142ef4308,0x00000001448334e0
"nActOtomo::DigToStandbyInTent",0x0000000142d12ab0,0x0000000143b02788
"nHm::cEffectExtern",0x0000000142c71720,0x0000000143ae0108
"nEmDtTune::cRelationOption",0x0000000142d27198,0x0000000143b08458
"nPlCamAct::cWallRestrictUp",0x0000000142c60cb8,0x0000000143a96990
"cPacketSysPing",0x0000000142beff48,0x0000000143a8bc88
"nPlTransition::cRescueSignal",0x0000000142d8aaf0,0x0000000143b238a8
"nPl::cPeepCamParam",0x0000000142d985f8,0x0000000143b27f68
"sCollision::SbcLockInfo",0x0000000142e97d58,0x00000001448261c8
"nIvyFloor::ImpactPointObject",0x0000000142e2f4d0,0x0000000143b422e0
"nActEmCommon::TakeOffSwitchPatternByDist",0x0000000142cf5360,0x0000000143afbb38
"nHmAction::cActRidePickup",0x0000000142d319b8,0x0000000143b0d2c8
"nPlTransition::cTarzanTurn",0x0000000142d8a548,0x0000000143b235d0
"nPlCamAct::cFastTravelArrive",0x0000000142c5ff58,0x0000000143a961b0
"cEquipWork",0x0000000142b23fb8,0x0000000143a3a088
"cAISvDynamicPathFinding::GroupManagement",0x0000000142eee7e8,0x0000000144831a00
"nActEmCommon::GateBreakFly",0x0000000142cf5df0,0x0000000143afb358
"nHmAction::cActDamageGroundSlam",0x0000000142d342f0,0x0000000143b0cab0
"uBaseModel",0x0000000142e90060,0x0000000144824a18
"rEquipVisualWp",0x0000000142bf20a8,0x0000000143a8c708
"cShakeCtrl",0x0000000142da7180,0x0000000143b2b830
"cOtomoStealActTblXML",0x0000000142b21450,0x0000000143a39058
"nActEmCommon::DamageTrapCat",0x0000000142cf4fd8,0x0000000143afad38
"uChildInsectEffect",0x0000000142dd3070,0x0000000143b33408
"nEffect::nTimelineParam::LightBehavior",0x0000000142eaedc0,0x000000014482b2b0
"rModelPreviewParam",0x0000000142da3f80,0x0000000143b2a950
"cEfcParam",0x0000000142e98078,0x00000001448262f0
"nEmDtTune::cEmUseSandShader",0x0000000142d26b08,0x0000000143b08b20
"cZoneExtendObject",0x0000000142ebfc60,0x000000014482e1f0
"MtCollisionUtil::MtDtiObject",0x0000000143571f00,0x000000014485c0e0
"rGUIMessage",0x0000000142e8c310,0x0000000144823ed0
"uShellPlSetBomb",0x0000000142e50470,0x0000000143b44ef8
"cSetPugeeSearchItemZone",0x0000000142dac3f0,0x0000000143b2d4e0
"nHmAction::cActSlopeRollingLoop",0x0000000142d32cc0,0x0000000143b0a4a0
"nActEmCommon::DamageWaterSlideFall",0x0000000142cf60a8,0x0000000143afb748
"cPacketPlItem",0x0000000142d97698,0x0000000143b27a60
"nZone::ShapeInfoGlobal",0x0000000142ea1210,0x0000000144828178
"rFishBasicParam",0x0000000142d991a8,0x0000000143b282f0
"nAISubsystem::MatrixHolder",0x0000000142e9b9d8,0x0000000144827068
"nHmAction::cActThroughTreeBegin",0x0000000142d339d0,0x0000000143b0d5a0
"cGUIInstGauge",0x0000000142b35718,0x0000000143a3b548
"nEmDtTune::cEmCautionTable",0x0000000142d26e08,0x0000000143b07ce8
"aLoader",0x0000000142b0eb28,0x0000000143a332d8
"cAIService",0x0000000142eee0b8,0x0000000144831648
"MtPropertyList",0x0000000142e804c0,0x000000014481af00
"nEmFSM::VisibleEnableSet",0x0000000142d29f98,0x0000000143b08fb8
"rWwisePackage",0x0000000142ef8468,0x0000000144834740
"cGUIHudBallistaBulletControl",0x0000000142b1af10,0x0000000143a37660
"nSpeedTree::LocalWindParamObj",0x0000000142efe6b8,0x0000000144836738
"cOtomoAttackActTblXML",0x0000000142b21030,0x0000000143a38db8
"nPlTransition::cTarzanIdle",0x0000000142d89658,0x0000000143b23480
"nEmDtTune::cEmDistanceRate",0x0000000142d274a8,0x0000000143b07a80
"nActEmCommon::DoubleFloorJump",0x0000000142cf6360,0x0000000143afb390
"cAIFSMCluster",0x0000000142ea4350,0x0000000144828850
"nAISubsystem::cAIListenerHierarchicalPlanningControllerForQueueCommand",0x0000000142eac158,0x000000014482aac0
"nInstance::Object",0x0000000142ea6f90,0x00000001448291f8
"rEquipVisualBodyXml",0x0000000142bf2020,0x0000000143a8c820
"nHmTransition::cClimbPoleDownStop",0x0000000142d4d3d8,0x0000000143b11a40
"nActOtomo::FlatHideEnd",0x0000000142d10890,0x0000000143b04f58
"nHmAction::Bust::cNotUseItemMeat",0x0000000142d49338,0x0000000143b0fe98
"cpOtomoCombineArmorCtrl",0x0000000142c66e50,0x0000000143a97460
"nActOtomo::ChargeCannonAmmo",0x0000000142d10a58,0x0000000143b04938
"nHmTransition::cPopTalkNpc",0x0000000142bdc508,0x0000000143a85358
"nActEmCommon::StandToDiveSingleActBase",0x0000000142cf5b60,0x0000000143afbe48
"cPacketSysLateJoinPermission",0x0000000142befe60,0x0000000143a8bc18
"nQuestFSM::StartEndSet",0x0000000142d8f588,0x0000000143b261c8
"nEmAI::GrappleBehavior",0x0000000142c6f700,0x0000000143adfbf0
"nActOtomo::CommonWhistle",0x0000000142d10fe8,0x0000000143b04740
"cpWwiseTrigger",0x0000000142c689a0,0x0000000143a97ac8
"nActGmFishBase::FishingWhileEat",0x0000000142d0f3b0,0x0000000143b015c8
"nActEmCommon::WalkBase",0x0000000142cf58a8,0x0000000143afa280
"statusSkillPTS",0x0000000110e0ce40,
"nNpcAction::cActBulletReload",0x0000000142d82c90,0x0000000143b214c0
"nWpGun::cSetBombExplosionInfo",0x0000000142d94b58,0x0000000143b268f0
"cWwiseZoneListener",0x0000000142e5a3a0,0x0000000143b45f90
"uMhMapCamera",0x0000000142e33eb0,0x0000000143b42c48
"nHmAction::cActElevatorIn",0x0000000142d35850,0x0000000143b0ef70
"sMhSpeedTree",0x0000000142db7000,0x0000000143b2e1b0
"nHmTransition::cCancelWallFall",0x0000000142d4c6d8,0x0000000143b11618
"nActGmFishBase::Escape",0x0000000142d0f0d0,0x0000000143b014e8
"nPlCamAct::cDevHead",0x0000000142c607b0,0x0000000143a96b50
"MtEnum",0x0000000142e80788,0x00000001448230a8
"nWwise::ArrayPtr",0x0000000142eb9630,0x000000014482c948
"nActOtomo::QuestSuccess",0x0000000142d11f88,0x0000000143b03f28
"nEmDtTune::cDragonSealData",0x0000000142d265d0,0x0000000143b079a0
"cGUIPlBowgunBallet",0x0000000142b37280,0x0000000143a3ba90
"cPacketEmConditionActivate",0x0000000142beb218,0x0000000143a89758
"nHmAction::cActUseItemPut",0x0000000142d32e58,0x0000000143b0ddb8
"nHmTransition::cRideRelease",0x0000000142d4ca48,0x0000000143b11df8
"nEm::CombatManager",0x0000000142d26290,0x0000000143b07268
"nActOtomo::Tarzan",0x0000000142d111d8,0x0000000143b028a0
"nPlAction::cPlayerActionBase",0x0000000142c3d428,0x0000000143a95368
"nHmAction::Bust::cSuccessPopGimmick",0x0000000142d496e8,0x0000000143b101e0
"rEdge",0x0000000142d9c528,0x0000000143b28da8
"fitting",0x00000001520cbd4c,
"nNetwork::BlockQueue",0x0000000142eb8898,0x000000014482c630
"nHmTransition::cMudEnd",0x0000000142d4c5b0,0x0000000143b12450
"uOcean",0x0000000142e3ad00,0x0000000143b43400
"cAIFSMData::Core",0x0000000142e990a8,0x0000000144826a38
"rOtomoLevelTable",0x0000000142da5598,0x0000000143b2b088
"nActOtomo::UpperAttack",0x0000000142d122d0,0x0000000143b03470
"nActEmCommon::IdleToAngleBlend",0x0000000142cf5c20,0x0000000143afa408
"nActOtomo::ToolMaintenance",0x0000000142d114d8,0x0000000143b04778
"cPacketPlBattleQuestTarget",0x0000000142d970b0,0x0000000143b27788
"LlkSchedulerBase",0x0000000142e30798,0x0000000143b425f0
"nQuestFSM::QuestParam",0x0000000142d90360,0x0000000143b24210
"nHmAction::cActTarzanTurn",0x0000000142d362a8,0x0000000143b0d8b0
"cPacketEmAIState",0x0000000142d961d0,0x0000000143b27018
"nEmDtTune::cGroupData",0x0000000142d27d40,0x0000000143b087d8
"cDiscoverEmSetXML",0x0000000142b13478,0x0000000143a35108
"uMhVolumeSpherical",0x0000000142e38838,0x0000000143b430a0
"cItemBase",0x0000000142c38818,0x0000000143a93a18
"cZoneContentsCamp",0x0000000142b61bc0,0x0000000143a48cc8
"uGUIChat::ChatControl",0x0000000142e05dd8,0x0000000143b403c8
"nActEmCommon::DamageIvy",0x0000000142cf4a98,0x0000000143afad00
"nTimelineParam::CollisionSyncUID",0x0000000142b60958,0x0000000143a48360
"cColliderSupport",0x0000000142ea5bb8,0x0000000144828ee0
"uOtFlat",0x0000000142e3be48,0x0000000143b43530
"nNpcAction::cActNpcWalkEnd",0x0000000142d84470,0x0000000143b21028
"cPacketSysCustomHost",0x0000000142bef978,0x0000000143a8b9b0
"cPacketEmPartsDmgCount",0x0000000142bebd90,0x0000000143a89d08
"nHmAction::cActUseItemBoomerang",0x0000000142d341b8,0x0000000143b0e250
"sCurlHttp",0x0000000142e5bb90,0x0000000143b46228
"nNpcAction::cActJumpRide",0x0000000142d842f0,0x0000000143b20df8
"uScrNpcFace",0x0000000142e452b8,0x0000000143b43c78
"rEyeLookAt::EyeParam",0x0000000142d9f640,0x0000000143b29b40
"nWwiseGenerator::cWwiseActionEventContentsBase",0x0000000142e59330,0x0000000143b45bd8
"nEmDtTune::cBlastData",0x0000000142d270c0,0x0000000143b07888
"nPlCamAct::cCreep",0x0000000142c60870,0x0000000143a95650
"nPlCamAct::cDash",0x0000000142c60640,0x0000000143a95618
"nEmDtTune::cDropPopSituational",0x0000000142d26ba0,0x0000000143b082d0
"rEmPartsBreakCtrl::PartsInfo",0x0000000142d9e820,0x0000000143b29780
"nActGmFishBase::Swim",0x0000000142d0f4f0,0x0000000143b01440
"uGUIChatSimplicity",0x0000000142c15ab0,0x0000000143a920f8
"nHmAction::cActEggSlidingSign",0x0000000142d34488,0x0000000143b0e6b0
"sAnimal",0x0000000142dabe48,0x0000000143b2cb38
"nQuestFSM::OtomoOff",0x0000000142d8f2d8,0x0000000143b25518
"uGUIHudLockOn",0x0000000142e13aa0,0x0000000143b40d48
"rSpeedTreeWind",0x0000000142efe620,0x00000001448366c8
"cAutoOtomoTalk",0x0000000142b12040,0x0000000143a346b0
"nActOtomo::ShieldWalk",0x0000000142d11980,0x0000000143b04350
"nHmAction::cActSlidingToRun",0x0000000142d36130,0x0000000143b0a3c0
"cPacketEmSpDmgCount",0x0000000142bec0b0,0x0000000143a89e90
"nHmAction::Bust::cUseItemThrowDown",0x0000000142d496a8,0x0000000143b0ff78
"nHmTransition::cDamageCatchState",0x0000000142d4c088,0x0000000143b11f80
"nHmAction::cActMiddleFacedownStandup",0x0000000142d334c8,0x0000000143b0bf88
"nTest::TestParam",0x0000000142e5b630,0x0000000143b46120
"nQuestFSM::ShowMessageTimer",0x0000000142d8f390,0x0000000143b24328
"nActGmFishBase::FishiedStruggle",0x0000000142d0f420,0x0000000143b01600
"nActOtomo::SubCatMeatGet",0x0000000142d12230,0x0000000143b04eb0
"cGUIFontFilterGradationOverlay",0x0000000142ec05d0,0x000000014482e7e0
"nQuestFSM::CampBeaconFake",0x0000000142d8fcd0,0x0000000143b26238
"nDraw::DepthStencilState",0x0000000142ef2560,0x0000000144832f90
"nEffect::FadeByDepth",0x0000000142ef7918,0x00000001448343f8
"nEmFSM::DebugMove",0x0000000142d29f00,0x0000000143b08f80
"nEmDtTune::cPartsData",0x0000000142d270a8,0x0000000143b07700
"uGUITraderSetting",0x0000000142e2b800,0x0000000143b41f10
"rActionAttr::cActionInfo",0x0000000142d98b38,0x0000000143b280c0
"nEffect::TypeRibbon",0x0000000142ef1ff0,0x0000000144832e40
"cFSMQuestEnemy",0x0000000142b2eb78,0x0000000143a3ad90
"cPacketEmLateJoinSync",0x0000000142bebb48,0x0000000143a89bf0
"nPlCamAct::cYorozuyaki",0x0000000142c5ffd0,0x0000000143a96808
"uGUINumSelectPrice",0x0000000142e1dc60,0x0000000143b41700
"nAIPositionPick::PointNodeList",0x0000000142eeeb18,0x0000000144831c30
"cOtomoLevelTable",0x0000000142c3ac30,0x0000000143a94790
"nEffect::Spawn",0x0000000142ef41d0,0x00000001448334a8
"aLogo",0x0000000142b0ef18,0x0000000143a33310
"nHmAction::cActLanding",0x0000000142d31c58,0x0000000143b0bce8
"cQuestRemXML",0x0000000142c68d00,0x0000000143a97be0
"cGUISteamAvator",0x0000000142c6ad80,0x0000000143a984a8
"nPrim::nMaterial::WaterControl",0x0000000142eb9a20,0x000000014482cf10
"nHmAction::cActDrunkWalk",0x0000000142d32f78,0x0000000143b0f440
"nNpcAction::cNpcBaggageBase",0x0000000142d83b80,0x0000000143b211b0
"nSetLinker::cTagHolder",0x0000000142d93a90,0x0000000143b26628
"cPopBaseData",0x0000000142c66d00,0x0000000143a97380
"nPlCamAct::cSandHole",0x0000000142c60d48,0x0000000143a96530
"rOtomoShieldActTbl",0x0000000142bf4ec0,0x0000000143a8d348
"nEmDtTune::cPartsBreakData",0x0000000142d27c28,0x0000000143b077a8
"cpPlArmorEffect",0x0000000142b39aa8,0x0000000143a3c280
"uGUINumSelectGeneric",0x0000000142e1d470,0x0000000143b41690
"nHmTransition::cLifeRideTarzanFall",0x0000000142d4d568,0x0000000143b11ed8
"cEfcHandle",0x0000000142e98f40,0x00000001448267c8
"cEmAngleBlendAction",0x0000000142b14520,0x0000000143a35728
"nMhAI::SequenceInfo",0x0000000142d7bee0,0x0000000143b200a8
"uShellPlGunLanceShot",0x0000000142e4f140,0x0000000143b44d38
"nHmAction::cActFieldArriveWalk",0x0000000142d4b280,0x0000000143b10a38
"nAISubsystem::cAIListenerMovementControllerForMovementCommand",0x0000000142ef7438,0x00000001448342e0
"MtNetUniqueId",0x0000000142e80ad0,0x00000001448231f8
"BindEffect",0x0000000142d9a890,0x0000000143b28670
"nPlTransition::cOpenMap",0x0000000142d8a198,0x0000000143b237c8
"cEnemyRemInfoXML",0x0000000142b19280,0x0000000143a36fb8
"sCollision::ActiveNodeInfo",0x0000000142ea9280,0x0000000144829a68
"nNpcAction::cActComeRunAfterStart",0x0000000142d836c0,0x0000000143b21798
"nNpc::EvasionParam",0x0000000142d7ff28,0x0000000143b209c8
"sharpnessAfter",0x00000000d3dd732d,
"uGUICharacterInput",0x0000000142e044e0,0x0000000143b40318
"nActOtomo::SessionLeave",0x0000000142d12300,0x0000000143b04820
"nActOtomo::ClimbS",0x0000000142d11e98,0x0000000143b022b8
"nGuildCard::EquipData",0x0000000142bd9e18,0x0000000143a84930
"nHmAction::cActWallUseItemPowder",0x0000000142d36be8,0x0000000143b0b428
"rWwiseResourceList",0x0000000142dab7b8,0x0000000143b2c9f8
"nPl::cPlayerCreateInfo",0x0000000142d98388,0x0000000143b28048
"nEffect::PointLightBehavior",0x0000000142eaee08,0x000000014482b390
"nActEmCommon::FlyEmDoubleFloorDownBase",0x0000000142cf49d0,0x0000000143afb630
"nNpcAction::cActYokuryuEnd",0x0000000142d84020,0x0000000143b21418
"cDynamicBVHCollision::Node",0x0000000142eedc80,0x0000000144831418
"nEmDtTune::cAreaLinkQuest",0x0000000142d270f8,0x0000000143b08110
"uColorCorrect",0x0000000142ef7fa0,0x00000001448345f0
"cTrain",0x0000000142da8400,0x0000000143b2bd80
"nEmDtTune::cRelationPriority",0x0000000142d26948,0x0000000143b083e8
"nWwise::WwiseStateInfo",0x0000000142eb9418,0x000000014482cb08
"nHmAction::cActWallEggDescendAdjust",0x0000000142d35b48,0x0000000143b0b818
"MotionBlur",0x0000000142d2bd78,0x0000000143b09958
"rMakaExchange",0x0000000142bf3d50,0x0000000143a8ce78
"nAISubsystem::cAIHierarchicalPlanningController::HierarchyInfo",0x0000000142eac270,0x000000014482ab30
"nPlTransition::cMeeting",0x0000000142d8ae18,0x0000000143b23f70
"cEquipCreateXML",0x0000000142b23800,0x0000000143a39e58
"nHmAction::cActSitRun",0x0000000142d36d90,0x0000000143b0a628
"cAnimalGroupCtrlBase",0x0000000142b11668,0x0000000143a341a0
"aMainVillageBase",0x0000000142b0f128,0x0000000143a33348
"rExpeditionAbility",0x0000000142bf27e0,0x0000000143a8c938
"sWwiseBgmManager::BgmEmsZako",0x0000000142dbd588,0x0000000143b31870
"uGUIVoiceChatMemberList",0x0000000142e2ca20,0x0000000143b42060
"uBloomOverrider",0x0000000142df6830,0x0000000143b3f2b0
"nPlCamAct::cDevBody",0x0000000142c609a8,0x0000000143a96b88
"NullAngleSpotLight",0x0000000142d78ea0,0x0000000143b1ffc8
"nNetwork::SearchKeyPtr",0x0000000142ef5f58,0x0000000144833b98
"cPacketOtomoNavi",0x0000000142bec9d8,0x0000000143a8a2f0
"nHmAction::cActWallRunSlip",0x0000000142d35da0,0x0000000143b0afc8
"nPlCamAct::cLookAtTarget",0x0000000142c60a40,0x0000000143a96920
